# total density of states output by FHI-aims 
# The energy reference for this output is the vacuum level
#    Energy (eV)      DOS 
         -9.67983992          0.39471359
         -9.67083542          0.39074023
         -9.66183092          0.38631197
         -9.65282641          0.37867458
         -9.64382191          0.36761705
         -9.63481741          0.35659066
         -9.62581291          0.33762477
         -9.61680840          0.31125246
         -9.60780390          0.28692450
         -9.59879940          0.26541502
         -9.58979490          0.24643558
         -9.58079040          0.23121790
         -9.57178589          0.21981014
         -9.56278139          0.20880666
         -9.55377689          0.19808091
         -9.54477239          0.18763290
         -9.53576788          0.17746262
         -9.52676338          0.16757008
         -9.51775888          0.15791148
         -9.50875438          0.14803030
         -9.49974987          0.13793865
         -9.49074537          0.12763652
         -9.48174087          0.11712392
         -9.47273637          0.10640610
         -9.46373187          0.09599965
         -9.45472736          0.08624619
         -9.44572286          0.07694971
         -9.43671836          0.06722154
         -9.42771386          0.05702576
         -9.41870935          0.05038793
         -9.40970485          0.04863839
         -9.40070035          0.04976488
         -9.39169585          0.05371868
         -9.38269135          0.06049853
         -9.37368684          0.07010441
         -9.36468234          0.08253634
         -9.35567784          0.09779431
         -9.34667334          0.11529396
         -9.33766883          0.23635895
         -9.32866433          0.17741488
         -9.31965983          0.17740449
         -9.31065533          0.17967353
         -9.30165083          0.18295363
         -9.29264632          0.18672889
         -9.28364182          0.19091193
         -9.27463732          0.19551105
         -9.26563282          0.20052625
         -9.25662831          0.20595754
         -9.24762381          0.21180735
         -9.23861931          0.21805857
         -9.22961481          0.22458711
         -9.22061031          0.23139296
         -9.21160580          0.23849514
         -9.20260130          0.24592290
         -9.19359680          0.25367655
